ISO3,Area,AREA_CONT,Element,Year,Unit,Value,TOTAL,CONS_AGUA_LITROS_DIA,EQUIVALENCIA L/M3,LITROS_TOTAL_POBLACION,M3,M3_YEAR,COBERTURA DE AGUA,PERSONAS_AGUA,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2040,1000,1743.998,1743998,47,1000,81967906,81967.906,29918285.69,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2040,1000,1158.199,1158199,47,1000,54435353,54435.353,19868903.85,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2041,1000,2524.733,2524733,47,1000,118662451,118662.451,43311794.62,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2041,1000,1743.757,1743757,47,1000,81956579,81956.579,29914151.34,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2041,1000,1188.838,1188838,47,1000,55875386,55875.386,20394515.89,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2042,1000,2541.774,2541774,47,1000,119463378,119463.378,43604132.97,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2042,1000,1743.068,1743068,47,1000,81924196,81924.196,29902331.54,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2042,1000,1220.023,1220023,47,1000,57341081,57341.081,20929494.57,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2043,1000,2558.542,2558542,47,1000,120251474,120251.474,43891788.01,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2043,1000,1741.963,1741963,47,1000,81872261,81872.261,29883375.27,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2043,1000,1251.656,1251656,47,1000,58827832,58827.832,21472158.68,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2044,1000,2574.993,2574993,47,1000,121024671,121024.671,44174004.92,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2044,1000,1740.297,1740297,47,1000,81793959,81793.959,29854795.04,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2044,1000,1283.822,1283822,47,1000,60339634,60339.634,22023966.41,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2045,1000,2591.075,2591075,47,1000,121780525,121780.525,44449891.63,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2045,1000,1738.095,1738095,47,1000,81690465,81690.465,29817019.73,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2045,1000,1316.407,1316407,47,1000,61871129,61871.129,22582962.09,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2046,1000,2606.774,2606774,47,1000,122518378,122518.378,44719207.97,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2046,1000,1735.344,1735344,47,1000,81561168,81561.168,29769826.32,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2046,1000,1349.389,1349389,47,1000,63421283,63421.283,23148768.3,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2047,1000,2622.063,2622063,47,1000,123236961,123236.961,44981490.77,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2047,1000,1732.035,1732035,47,1000,81405645,81405.645,29713060.43,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2047,1000,1382.75,1382750,47,1000,64989250,64989.25,23721076.25,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2048,1000,2636.928,2636928,47,1000,123935616,123935.616,45236499.84,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2048,1000,1728.157,1728157,47,1000,81223379,81223.379,29646533.34,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2048,1000,1416.463,1416463,47,1000,66573761,66573.761,24299422.77,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2049,1000,2651.335,2651335,47,1000,124612745,124612.745,45483651.93,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2049,1000,1723.693,1723693,47,1000,81013571,81013.571,29569953.42,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2049,1000,1450.498,1450498,47,1000,68173406,68173.406,24883293.19,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Total Population,2050,1000,2665.27,2665270,47,1000,125267690,125267.69,45722706.85,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Rural population,2050,1000,1718.639,1718639,47,1000,80776033,80776.033,29483252.05,0.3,,
LSO,Lesotho,Sub-Saharan Africa,Urban population,2050,1000,1484.831,1484831,47,1000,69787057,69787.057,25472275.81,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2019,1000,4937.374,4937374,47,1000,232056578,232056.578,84700650.97,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2019,1000,2408.447,2408447,47,1000,113197009,113197.009,41316908.29,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2019,1000,2569.273,2569273,47,1000,120755831,120755.831,44075878.32,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2020,1000,5057.681,5057681,47,1000,237711007,237711.007,86764517.56,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2020,1000,2445.292,2445292,47,1000,114928724,114928.724,41948984.26,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2020,1000,2658.561,2658561,47,1000,124952367,124952.367,45607613.96,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2021,1000,5180.203,5180203,47,1000,243469541,243469.541,88866382.47,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2021,1000,2481.436,2481436,47,1000,116627492,116627.492,42569034.58,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2021,1000,2750.646,2750646,47,1000,129280362,129280.362,47187332.13,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2022,1000,5305.117,5305117,47,1000,249340499,249340.499,91009282.14,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2022,1000,2517.04,2517040,47,1000,118300880,118300.88,43179821.2,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2022,1000,2845.823,2845823,47,1000,133753681,133753.681,48820093.57,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2023,1000,5432.271,5432271,47,1000,255316737,255316.737,93190609.01,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2023,1000,2552.037,2552037,47,1000,119945739,119945.739,43780194.74,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2023,1000,2944.14,2944140,47,1000,138374580,138374.58,50506721.7,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2024,1000,5561.375,5561375,47,1000,261384625,261384.625,95405388.13,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2024,1000,2586.331,2586331,47,1000,121557557,121557.557,44368508.31,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2024,1000,3045.608,3045608,47,1000,143143576,143143.576,52247405.24,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2025,1000,5692.195,5692195,47,1000,267533165,267533.165,97649605.23,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2025,1000,2619.844,2619844,47,1000,123132668,123132.668,44943423.82,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2025,1000,3150.252,3150252,47,1000,148061844,148061.844,54042573.06,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2026,1000,5824.726,5824726,47,1000,273762122,273762.122,99923174.53,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2026,1000,2652.519,2652519,47,1000,124668393,124668.393,45503963.45,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2026,1000,3258.109,3258109,47,1000,153131123,153131.123,55892859.9,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2027,1000,5959.024,5959024,47,1000,280074128,280074.128,102227056.7,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2027,1000,2684.299,2684299,47,1000,126162053,126162.053,46049149.35,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2027,1000,3369.212,3369212,47,1000,158352964,158352.964,57798831.86,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2028,1000,6094.999,6094999,47,1000,286464953,286464.953,104559707.8,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2028,1000,2715.101,2715101,47,1000,127609747,127609.747,46577557.66,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2028,1000,3483.549,3483549,47,1000,163726803,163726.803,59760283.1,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2029,1000,6232.543,6232543,47,1000,292929521,292929.521,106919275.2,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2029,1000,2744.856,2744856,47,1000,129008232,129008.232,47088004.68,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2029,1000,3601.105,3601105,47,1000,169251935,169251.935,61776956.28,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2030,1000,6371.553,6371553,47,1000,299462991,299462.991,109303991.7,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2030,1000,2773.51,2773510,47,1000,130354970,130354.97,47579564.05,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2030,1000,3721.867,3721867,47,1000,174927749,174927.749,63848628.39,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2031,1000,6511.969,6511969,47,1000,306062543,306062.543,111712828.2,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2031,1000,2801.014,2801014,47,1000,131647658,131647.658,48051395.17,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2031,1000,3845.799,3845799,47,1000,180752553,180752.553,65974681.85,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2032,1000,6653.703,6653703,47,1000,312724041,312724.041,114144275,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2032,1000,2827.344,2827344,47,1000,132885168,132885.168,48503086.32,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2032,1000,3972.858,3972858,47,1000,186724326,186724.326,68154378.99,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2033,1000,6796.689,6796689,47,1000,319444383,319444.383,116597199.8,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2033,1000,2852.506,2852506,47,1000,134067782,134067.782,48934740.43,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2033,1000,4102.97,4102970,47,1000,192839590,192839.59,70386450.35,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2034,1000,6940.812,6940812,47,1000,326218164,326218.164,119069629.9,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2034,1000,2876.578,2876578,47,1000,135199166,135199.166,49347695.59,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2034,1000,4235.954,4235954,47,1000,199089838,199089.838,72667790.87,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2035,1000,7085.999,7085999,47,1000,333041953,333041.953,121560312.8,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2035,1000,2899.567,2899567,47,1000,136279649,136279.649,49742071.89,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2035,1000,4371.694,4371694,47,1000,205469618,205469.618,74996410.57,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2036,1000,7232.149,7232149,47,1000,339911003,339911.003,124067516.1,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2036,1000,2921.597,2921597,47,1000,137315059,137315.059,50119996.54,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2036,1000,4510.017,4510017,47,1000,211970799,211970.799,77369341.64,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2037,1000,7379.195,7379195,47,1000,346822165,346822.165,126590090.2,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2037,1000,2942.626,2942626,47,1000,138303422,138303.422,50480749.03,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2037,1000,4650.873,4650873,47,1000,218591031,218591.031,79785726.32,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2038,1000,7527.085,7527085,47,1000,353772995,353772.995,129127143.2,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2038,1000,2962.629,2962629,47,1000,139243563,139243.563,50823900.5,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2038,1000,4794.222,4794222,47,1000,225328434,225328.434,82244878.41,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2039,1000,7675.748,7675748,47,1000,360760156,360760.156,131677456.9,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2039,1000,2981.571,2981571,47,1000,140133837,140133.837,51148850.51,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2039,1000,4940.007,4940007,47,1000,232180329,232180.329,84745820.09,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2040,1000,7825.131,7825131,47,1000,367781157,367781.157,134240122.3,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2040,1000,2999.43,2999430,47,1000,140973210,140973.21,51455221.65,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2040,1000,5088.181,5088181,47,1000,239144507,239144.507,87287745.06,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2041,1000,7975.165,7975165,47,1000,374832755,374832.755,136813955.6,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2041,1000,3016.186,3016186,47,1000,141760742,141760.742,51742670.83,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2041,1000,5238.699,5238699,47,1000,246218853,246218.853,89869881.35,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2042,1000,8125.779,8125779,47,1000,381911613,381911.613,139397738.7,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2042,1000,3031.816,3031816,47,1000,142495352,142495.352,52010803.48,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2042,1000,5391.501,5391501,47,1000,253400547,253400.547,92491199.66,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2043,1000,8276.851,8276851,47,1000,389011997,389011.997,141989378.9,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2043,1000,3046.307,3046307,47,1000,143176429,143176.429,52259396.59,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2043,1000,5546.538,5546538,47,1000,260687286,260687.286,95150859.39,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2044,1000,8428.251,8428251,47,1000,396127797,396127.797,144586645.9,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2044,1000,3059.631,3059631,47,1000,143802657,143802.657,52487969.81,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2044,1000,5703.728,5703728,47,1000,268075216,268075.216,97847453.84,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2045,1000,8579.902,8579902,47,1000,403255394,403255.394,147188218.8,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2045,1000,3071.783,3071783,47,1000,144373801,144373.801,52696437.37,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2045,1000,5863.026,5863026,47,1000,275562222,275562.222,100580211,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2046,1000,8731.698,8731698,47,1000,410389806,410389.806,149792279.2,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2046,1000,3082.748,3082748,47,1000,144889156,144889.156,52884541.94,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2046,1000,6024.357,6024357,47,1000,283144779,283144.779,103347844.3,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2047,1000,8883.6,8883600,47,1000,417529200,417529.2,152398158,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2047,1000,3092.526,3092526,47,1000,145348722,145348.722,53052283.53,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2047,1000,6187.674,6187674,47,1000,290820678,290820.678,106149547.5,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2048,1000,9035.585,9035585,47,1000,424672495,424672.495,155005460.7,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2048,1000,3101.121,3101121,47,1000,145752687,145752.687,53199730.76,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2048,1000,6352.934,6352934,47,1000,298587898,298587.898,108984582.8,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2049,1000,9187.639,9187639,47,1000,431819033,431819.033,157613947,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2049,1000,3108.556,3108556,47,1000,146102132,146102.132,53327278.18,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2049,1000,6520.121,6520121,47,1000,306445687,306445.687,111852675.8,0.3,,
LBR,Liberia,Sub-Saharan Africa,Total Population,2050,1000,9339.752,9339752,47,1000,438968344,438968.344,160223445.6,0.3,,
LBR,Liberia,Sub-Saharan Africa,Rural population,2050,1000,3114.837,3114837,47,1000,146397339,146397.339,53435028.74,0.3,,
LBR,Liberia,Sub-Saharan Africa,Urban population,2050,1000,6689.194,6689194,47,1000,314392118,314392.118,114753123.1,0.3,,
LBY,Libya,North of Africa,Total Population,2019,1000,6777.452,6777452,47,1000,318540244,318540.244,116267189.1,0.3,,
LBY,Libya,North of Africa,Rural population,2019,1000,1288.13,1288130,47,1000,60542110,60542.11,22097870.15,0.3,,
LBY,Libya,North of Africa,Urban population,2019,1000,5281.734,5281734,47,1000,248241498,248241.498,90608146.77,0.3,,
LBY,Libya,North of Africa,Total Population,2020,1000,6871.292,6871292,47,1000,322950724,322950.724,117877014.3,0.3,,
LBY,Libya,North of Africa,Rural population,2020,1000,1286.402,1286402,47,1000,60460894,60460.894,22068226.31,0.3,,
LBY,Libya,North of Africa,Urban population,2020,1000,5375.771,5375771,47,1000,252661237,252661.237,92221351.51,0.3,,
LBY,Libya,North of Africa,Total Population,2021,1000,6958.532,6958532,47,1000,327051004,327051.004,119373616.5,0.3,,
LBY,Libya,North of Africa,Rural population,2021,1000,1282.075,1282075,47,1000,60257525,60257.525,21993996.63,0.3,,
LBY,Libya,North of Africa,Urban population,2021,1000,5463.598,5463598,47,1000,256789106,256789.106,93728023.69,0.3,,
LBY,Libya,North of Africa,Total Population,2022,1000,7040.745,7040745,47,1000,330915015,330915.015,120783980.5,0.3,,
LBY,Libya,North of Africa,Rural population,2022,1000,1275.753,1275753,47,1000,59960391,59960.391,21885542.72,0.3,,
LBY,Libya,North of Africa,Urban population,2022,1000,5547.099,5547099,47,1000,260713653,260713.653,95160483.35,0.3,,
LBY,Libya,North of Africa,Total Population,2023,1000,7118.656,7118656,47,1000,334576832,334576.832,122120543.7,0.3,,
LBY,Libya,North of Africa,Rural population,2023,1000,1268.203,1268203,47,1000,59605541,59605.541,21756022.47,0.3,,
LBY,Libya,North of Africa,Urban population,2023,1000,5626.565,5626565,47,1000,264448555,264448.555,96523722.58,0.3,,
LBY,Libya,North of Africa,Total Population,2024,1000,7193.912,7193912,47,1000,338113864,338113.864,123411560.4,0.3,,
LBY,Libya,North of Africa,Rural population,2024,1000,1259.969,1259969,47,1000,59218543,59218.543,21614768.2,0.3,,
LBY,Libya,North of Africa,Urban population,2024,1000,5703.871,5703871,47,1000,268081937,268081.937,97849907.01,0.3,,
LBY,Libya,North of Africa,Total Population,2025,1000,7267.721,7267721,47,1000,341582887,341582.887,124677753.8,0.3,,
LBY,Libya,North of Africa,Rural population,2025,1000,1251.398,1251398,47,1000,58815706,58815.706,21467732.69,0.3,,
LBY,Libya,North of Africa,Urban population,2025,1000,5780.434,5780434,47,1000,271680398,271680.398,99163345.27,0.3,,
LBY,Libya,North of Africa,Total Population,2026,1000,7339.915,7339915,47,1000,344976005,344976.005,125916241.8,0.3,,
LBY,Libya,North of Africa,Rural population,2026,1000,1242.46,1242460,47,1000,58395620,58395.62,21314401.3,0.3,,
LBY,Libya,North of Africa,Urban population,2026,1000,5856.016,5856016,47,1000,275232752,275232.752,100459954.5,0.3,,
LBY,Libya,North of Africa,Total Population,2027,1000,7409.789,7409789,47,1000,348260083,348260.083,127114930.3,0.3,,
LBY,Libya,North of Africa,Rural population,2027,1000,1232.992,1232992,47,1000,57950624,57950.624,21151977.76,0.3,,
LBY,Libya,North of Africa,Urban population,2027,1000,5929.734,5929734,47,1000,278697498,278697.498,101724586.8,0.3,,
LBY,Libya,North of Africa,Total Population,2028,1000,7477.413,7477413,47,1000,351438411,351438.411,128275020,0.3,,
LBY,Libya,North of Africa,Rural population,2028,1000,1223.039,1223039,47,1000,57482833,57482.833,20981234.05,0.3,,
LBY,Libya,North of Africa,Urban population,2028,1000,6001.648,6001648,47,1000,282077456,282077.456,102958271.4,0.3,,
LBY,Libya,North of Africa,Total Population,2029,1000,7542.922,7542922,47,1000,354517334,354517.334,129398826.9,0.3,,
LBY,Libya,North of Africa,Rural population,2029,1000,1212.652,1212652,47,1000,56994644,56994.644,20803045.06,0.3,,
LBY,Libya,North of Africa,Urban population,2029,1000,6071.856,6071856,47,1000,285377232,285377.232,104162689.7,0.3,,
LBY,Libya,North of Africa,Total Population,2030,1000,7606.415,7606415,47,1000,357501505,357501.505,130488049.3,0.3,,
LBY,Libya,North of Africa,Rural population,2030,1000,1201.88,1201880,47,1000,56488360,56488.36,20618251.4,0.3,,
LBY,Libya,North of Africa,Urban population,2030,1000,6140.466,6140466,47,1000,288601902,288601.902,105339694.2,0.3,,
LBY,Libya,North of Africa,Total Population,2031,1000,7667.92,7667920,47,1000,360392240,360392.24,131543167.6,0.3,,
LBY,Libya,North of Africa,Rural population,2031,1000,1190.746,1190746,47,1000,55965062,55965.062,20427247.63,0.3,,
LBY,Libya,North of Africa,Urban population,2031,1000,6207.467,6207467,47,1000,291750949,291750.949,106489096.4,0.3,,
LBY,Libya,North of Africa,Total Population,2032,1000,7727.502,7727502,47,1000,363192594,363192.594,132565296.8,0.3,,
LBY,Libya,North of Africa,Rural population,2032,1000,1179.279,1179279,47,1000,55426113,55426.113,20230531.25,0.3,,
LBY,Libya,North of Africa,Urban population,2032,1000,6272.882,6272882,47,1000,294825454,294825.454,107611290.7,0.3,,
LBY,Libya,North of Africa,Total Population,2033,1000,7785.345,7785345,47,1000,365911215,365911.215,133557593.5,0.3,,
LBY,Libya,North of Africa,Rural population,2033,1000,1167.518,1167518,47,1000,54873346,54873.346,20028771.29,0.3,,
LBY,Libya,North of Africa,Urban population,2033,1000,6336.788,6336788,47,1000,297829036,297829.036,108707598.1,0.3,,
LBY,Libya,North of Africa,Total Population,2034,1000,7841.647,7841647,47,1000,368557409,368557.409,134523454.3,0.3,,
LBY,Libya,North of Africa,Rural population,2034,1000,1155.504,1155504,47,1000,54308688,54308.688,19822671.12,0.3,,
LBY,Libya,North of Africa,Urban population,2034,1000,6399.297,6399297,47,1000,300766959,300766.959,109779940,0.3,,
LBY,Libya,North of Africa,Total Population,2035,1000,7896.597,7896597,47,1000,371140059,371140.059,135466121.5,0.3,,
LBY,Libya,North of Africa,Rural population,2035,1000,1143.269,1143269,47,1000,53733643,53733.643,19612779.7,0.3,,
LBY,Libya,North of Africa,Urban population,2035,1000,6460.474,6460474,47,1000,303642278,303642.278,110829431.5,0.3,,
LBY,Libya,North of Africa,Total Population,2036,1000,7950.237,7950237,47,1000,373661139,373661.139,136386315.7,0.3,,
LBY,Libya,North of Africa,Rural population,2036,1000,1130.833,1130833,47,1000,53149151,53149.151,19399440.12,0.3,,
LBY,Libya,North of Africa,Urban population,2036,1000,6520.325,6520325,47,1000,306455275,306455.275,111856175.4,0.3,,
LBY,Libya,North of Africa,Total Population,2037,1000,8002.53,8002530,47,1000,376118910,376118.91,137283402.2,0.3,,
LBY,Libya,North of Africa,Rural population,2037,1000,1118.207,1118207,47,1000,52555729,52555.729,19182841.09,0.3,,
LBY,Libya,North of Africa,Urban population,2037,1000,6578.826,6578826,47,1000,309204822,309204.822,112859760,0.3,,
LBY,Libya,North of Africa,Total Population,2038,1000,8053.463,8053463,47,1000,378512761,378512.761,138157157.8,0.3,,
LBY,Libya,North of Africa,Rural population,2038,1000,1105.409,1105409,47,1000,51954223,51954.223,18963291.4,0.3,,
LBY,Libya,North of Africa,Urban population,2038,1000,6635.963,6635963,47,1000,311890261,311890.261,113839945.3,0.3,,
LBY,Libya,North of Africa,Total Population,2039,1000,8102.97,8102970,47,1000,380839590,380839.59,139006450.4,0.3,,
LBY,Libya,North of Africa,Rural population,2039,1000,1092.442,1092442,47,1000,51344774,51344.774,18740842.51,0.3,,
LBY,Libya,North of Africa,Urban population,2039,1000,6691.675,6691675,47,1000,314508725,314508.725,114795684.6,0.3,,
LBY,Libya,North of Africa,Total Population,2040,1000,8150.993,8150993,47,1000,383096671,383096.671,139830284.9,0.3,,
LBY,Libya,North of Africa,Rural population,2040,1000,1079.321,1079321,47,1000,50728087,50728.087,18515751.76,0.3,,
LBY,Libya,North of Africa,Urban population,2040,1000,6745.93,6745930,47,1000,317058710,317058.71,115726429.2,0.3,,
LBY,Libya,North of Africa,Total Population,2041,1000,8197.495,8197495,47,1000,385282265,385282.265,140628026.7,0.3,,
LBY,Libya,North of Africa,Rural population,2041,1000,1066.053,1066053,47,1000,50104491,50104.491,18288139.22,0.3,,
LBY,Libya,North of Africa,Urban population,2041,1000,6798.689,6798689,47,1000,319538383,319538.383,116631509.8,0.3,,
LBY,Libya,North of Africa,Total Population,2042,1000,8242.405,8242405,47,1000,387393035,387393.035,141398457.8,0.3,,
LBY,Libya,North of Africa,Rural population,2042,1000,1052.645,1052645,47,1000,49474315,49474.315,18058124.98,0.3,,
LBY,Libya,North of Africa,Urban population,2042,1000,6849.885,6849885,47,1000,321944595,321944.595,117509777.2,0.3,,
LBY,Libya,North of Africa,Total Population,2043,1000,8285.573,8285573,47,1000,389421931,389421.931,142139004.8,0.3,,
LBY,Libya,North of Africa,Rural population,2043,1000,1039.085,1039085,47,1000,48836995,48836.995,17825503.18,0.3,,
LBY,Libya,North of Africa,Urban population,2043,1000,6899.339,6899339,47,1000,324268933,324268.933,118358160.5,0.3,,
LBY,Libya,North of Africa,Total Population,2044,1000,8326.781,8326781,47,1000,391358707,391358.707,142845928.1,0.3,,
LBY,Libya,North of Africa,Rural population,2044,1000,1025.359,1025359,47,1000,48191873,48191.873,17590033.65,0.3,,
LBY,Libya,North of Africa,Urban population,2044,1000,6946.843,6946843,47,1000,326501621,326501.621,119173091.7,0.3,,
LBY,Libya,North of Africa,Total Population,2045,1000,8365.854,8365854,47,1000,393195138,393195.138,143516225.4,0.3,,
LBY,Libya,North of Africa,Rural population,2045,1000,1011.459,1011459,47,1000,47538573,47538.573,17351579.15,0.3,,
LBY,Libya,North of Africa,Urban population,2045,1000,6992.221,6992221,47,1000,328634387,328634.387,119951551.3,0.3,,
LBY,Libya,North of Africa,Total Population,2046,1000,8402.72,8402720,47,1000,394927840,394927.84,144148661.6,0.3,,
LBY,Libya,North of Africa,Rural population,2046,1000,997.391,997391,47,1000,46877377,46877.377,17110242.61,0.3,,
LBY,Libya,North of Africa,Urban population,2046,1000,7035.379,7035379,47,1000,330662813,330662.813,120691926.7,0.3,,
LBY,Libya,North of Africa,Total Population,2047,1000,8437.305,8437305,47,1000,396553335,396553.335,144741967.3,0.3,,
LBY,Libya,North of Africa,Rural population,2047,1000,983.168,983168,47,1000,46208896,46208.896,16866247.04,0.3,,
LBY,Libya,North of Africa,Urban population,2047,1000,7076.276,7076276,47,1000,332584972,332584.972,121393514.8,0.3,,
LBY,Libya,North of Africa,Total Population,2048,1000,8469.415,8469415,47,1000,398062505,398062.505,145292814.3,0.3,,
