ISO3,Area,AREA_CONT,Element,Year,Unit,Value,TOTAL,CONS_AGUA_LITROS_DIA,EQUIVALENCIA L/M3,LITROS_TOTAL_POBLACION,M3,M3_YEAR,COBERTURA DE AGUA,PERSONAS_AGUA,
DZA,Algeria,North of Africa,Total Population,2019,1000,43053.054,43053054,47,1000,2023493538,2023493.538,738575141.4,0.3,,
DZA,Algeria,North of Africa,Rural population,2019,1000,11442.587,11442587,47,1000,537801589,537801.589,196297580,0.3,,
DZA,Algeria,North of Africa,Urban population,2019,1000,31236.431,31236431,47,1000,1468112257,1468112.257,535860973.8,0.3,,
DZA,Algeria,North of Africa,Total Population,2020,1000,43851.044,43851044,47,1000,2060999068,2060999.068,752264659.8,0.3,,
DZA,Algeria,North of Africa,Rural population,2020,1000,11382.345,11382345,47,1000,534970215,534970.215,195264128.5,0.3,,
DZA,Algeria,North of Africa,Urban population,2020,1000,31950.91,31950910,47,1000,1501692770,1501692.77,548117861.1,0.3,,
DZA,Algeria,North of Africa,Total Population,2021,1000,44616.624,44616624,47,1000,2096981328,2096981.328,765398184.7,0.3,,
DZA,Algeria,North of Africa,Rural population,2021,1000,11317.455,11317455,47,1000,531920385,531920.385,194150940.5,0.3,,
DZA,Algeria,North of Africa,Urban population,2021,1000,32651.848,32651848,47,1000,1534636856,1534636.856,560142452.4,0.3,,
DZA,Algeria,North of Africa,Total Population,2022,1000,45350.148,45350148,47,1000,2131456956,2131456.956,777981788.9,0.3,,
DZA,Algeria,North of Africa,Rural population,2022,1000,11247.753,11247753,47,1000,528644391,528644.391,192955202.7,0.3,,
DZA,Algeria,North of Africa,Urban population,2022,1000,33336.714,33336714,47,1000,1566825558,1566825.558,571891328.7,0.3,,
DZA,Algeria,North of Africa,Total Population,2023,1000,46053.477,46053477,47,1000,2164513419,2164513.419,790047397.9,0.3,,
DZA,Algeria,North of Africa,Rural population,2023,1000,11173.795,11173795,47,1000,525168365,525168.365,191686453.2,0.3,,
DZA,Algeria,North of Africa,Urban population,2023,1000,34005.054,34005054,47,1000,1598237538,1598237.538,583356701.4,0.3,,
DZA,Algeria,North of Africa,Total Population,2024,1000,46731.369,46731369,47,1000,2196374343,2196374.343,801676635.2,0.3,,
DZA,Algeria,North of Africa,Rural population,2024,1000,11096.219,11096219,47,1000,521522293,521522.293,190355636.9,0.3,,
DZA,Algeria,North of Africa,Urban population,2024,1000,34656.776,34656776,47,1000,1628868472,1628868.472,594536992.3,0.3,,
DZA,Algeria,North of Africa,Total Population,2025,1000,47387.618,47387618,47,1000,2227218046,2227218.046,812934586.8,0.3,,
DZA,Algeria,North of Africa,Rural population,2025,1000,11015.67,11015670,47,1000,517736490,517736.49,188973818.9,0.3,,
DZA,Algeria,North of Africa,Urban population,2025,1000,35291.973,35291973,47,1000,1658722731,1658722.731,605433796.8,0.3,,
DZA,Algeria,North of Africa,Total Population,2026,1000,48022.195,48022195,47,1000,2257043165,2257043.165,823820755.2,0.3,,
DZA,Algeria,North of Africa,Rural population,2026,1000,10932.651,10932651,47,1000,513834597,513834.597,187549627.9,0.3,,
DZA,Algeria,North of Africa,Urban population,2026,1000,35910.412,35910412,47,1000,1687789364,1687789.364,616043117.9,0.3,,
DZA,Algeria,North of Africa,Total Population,2027,1000,48634.174,48634174,47,1000,2285806178,2285806.178,834319255,0.3,,
DZA,Algeria,North of Africa,Rural population,2027,1000,10847.75,10847750,47,1000,509844250,509844.25,186093151.3,0.3,,
DZA,Algeria,North of Africa,Urban population,2027,1000,36512.258,36512258,47,1000,1716076126,1716076.126,626367786,0.3,,
DZA,Algeria,North of Africa,Total Population,2028,1000,49225.942,49225942,47,1000,2313619274,2313619.274,844471035,0.3,,
DZA,Algeria,North of Africa,Rural population,2028,1000,10761.805,10761805,47,1000,505804835,505804.835,184618764.8,0.3,,
DZA,Algeria,North of Africa,Urban population,2028,1000,37098.681,37098681,47,1000,1743638007,1743638.007,636427872.6,0.3,,
DZA,Algeria,North of Africa,Total Population,2029,1000,49800.531,49800531,47,1000,2340624957,2340624.957,854328109.3,0.3,,
DZA,Algeria,North of Africa,Rural population,2029,1000,10675.733,10675733,47,1000,501759451,501759.451,183142199.6,0.3,,
DZA,Algeria,North of Africa,Urban population,2029,1000,37671.319,37671319,47,1000,1770551993,1770551.993,646251477.4,0.3,,
DZA,Algeria,North of Africa,Total Population,2030,1000,50360.749,50360749,47,1000,2366955203,2366955.203,863938649.1,0.3,,
DZA,Algeria,North of Africa,Rural population,2030,1000,10590.338,10590338,47,1000,497745886,497745.886,181677248.4,0.3,,
DZA,Algeria,North of Africa,Urban population,2030,1000,38231.625,38231625,47,1000,1796886375,1796886.375,655863526.9,0.3,,
DZA,Algeria,North of Africa,Total Population,2031,1000,50907.944,50907944,47,1000,2392673368,2392673.368,873325779.3,0.3,,
DZA,Algeria,North of Africa,Rural population,2031,1000,10506.138,10506138,47,1000,493788486,493788.486,180232797.4,0.3,,
DZA,Algeria,North of Africa,Urban population,2031,1000,38780.147,38780147,47,1000,1822666909,1822666.909,665273421.8,0.3,,
DZA,Algeria,North of Africa,Total Population,2032,1000,51443.646,51443646,47,1000,2417851362,2417851.362,882515747.1,0.3,,
DZA,Algeria,North of Africa,Rural population,2032,1000,10423.65,10423650,47,1000,489911550,489911.55,178817715.8,0.3,,
DZA,Algeria,North of Africa,Urban population,2032,1000,39317.404,39317404,47,1000,1847917988,1847917.988,674490065.6,0.3,,
DZA,Algeria,North of Africa,Total Population,2033,1000,51971.114,51971114,47,1000,2442642358,2442642.358,891564460.7,0.3,,
DZA,Algeria,North of Africa,Rural population,2033,1000,10343.669,10343669,47,1000,486152443,486152.443,177445641.7,0.3,,
DZA,Algeria,North of Africa,Urban population,2033,1000,39844.784,39844784,47,1000,1872704848,1872704.848,683537269.5,0.3,,
DZA,Algeria,North of Africa,Total Population,2034,1000,52494.087,52494087,47,1000,2467222089,2467222.089,900536062.5,0.3,,
DZA,Algeria,North of Africa,Rural population,2034,1000,10267.195,10267195,47,1000,482558165,482558.165,176133730.2,0.3,,
DZA,Algeria,North of Africa,Urban population,2034,1000,40363.725,40363725,47,1000,1897095075,1897095.075,692439702.4,0.3,,
DZA,Algeria,North of Africa,Total Population,2035,1000,53015.567,53015567,47,1000,2491731649,2491731.649,909482051.9,0.3,,
DZA,Algeria,North of Africa,Rural population,2035,1000,10188.808,10188808,47,1000,478873976,478873.976,174789001.2,0.3,,
DZA,Algeria,North of Africa,Urban population,2035,1000,40881.593,40881593,47,1000,1921434871,1921434.871,701323727.9,0.3,,
DZA,Algeria,North of Africa,Total Population,2036,1000,53536.962,53536962,47,1000,2516237214,2516237.214,918426583.1,0.3,,
DZA,Algeria,North of Africa,Rural population,2036,1000,10109.198,10109198,47,1000,475132306,475132.306,173423291.7,0.3,,
DZA,Algeria,North of Africa,Urban population,2036,1000,41398.648,41398648,47,1000,1945736456,1945736.456,710193806.4,0.3,,
DZA,Algeria,North of Africa,Total Population,2037,1000,54058.973,54058973,47,1000,2540771731,2540771.731,927381681.8,0.3,,
DZA,Algeria,North of Africa,Rural population,2037,1000,10028.524,10028524,47,1000,471340628,471340.628,172039329.2,0.3,,
DZA,Algeria,North of Africa,Urban population,2037,1000,41915.197,41915197,47,1000,1970014259,1970014.259,719055204.5,0.3,,
DZA,Algeria,North of Africa,Total Population,2038,1000,54582.843,54582843,47,1000,2565393621,2565393.621,936368671.7,0.3,,
DZA,Algeria,North of Africa,Rural population,2038,1000,9947.004,9947004,47,1000,467509188,467509.188,170640853.6,0.3,,
DZA,Algeria,North of Africa,Urban population,2038,1000,42431.832,42431832,47,1000,1994296104,1994296.104,727918078,0.3,,
DZA,Algeria,North of Africa,Total Population,2039,1000,55109.589,55109589,47,1000,2590150683,2590150.683,945404999.3,0.3,,
DZA,Algeria,North of Africa,Rural population,2039,1000,9864.81,9864810,47,1000,463646070,463646.07,169230815.6,0.3,,
DZA,Algeria,North of Africa,Urban population,2039,1000,42949.02,42949020,47,1000,2018603940,2018603.94,736790438.1,0.3,,
DZA,Algeria,North of Africa,Total Population,2040,1000,55639.766,55639766,47,1000,2615069002,2615069.002,954500185.7,0.3,,
DZA,Algeria,North of Africa,Rural population,2040,1000,9782.045,9782045,47,1000,459756115,459756.115,167810982,0.3,,
DZA,Algeria,North of Africa,Urban population,2040,1000,43466.952,43466952,47,1000,2042946744,2042946.744,745675561.6,0.3,,
DZA,Algeria,North of Africa,Total Population,2041,1000,56173.695,56173695,47,1000,2640163665,2640163.665,963659737.7,0.3,,
DZA,Algeria,North of Africa,Rural population,2041,1000,9698.762,9698762,47,1000,455841814,455841.814,166382262.1,0.3,,
DZA,Algeria,North of Africa,Urban population,2041,1000,43985.637,43985637,47,1000,2067324939,2067324.939,754573602.7,0.3,,
DZA,Algeria,North of Africa,Total Population,2042,1000,56710.934,56710934,47,1000,2665413898,2665413.898,972876072.8,0.3,,
DZA,Algeria,North of Africa,Rural population,2042,1000,9614.926,9614926,47,1000,451901522,451901.522,164944055.5,0.3,,
DZA,Algeria,North of Africa,Urban population,2042,1000,44504.667,44504667,47,1000,2091719349,2091719.349,763477562.4,0.3,,
DZA,Algeria,North of Africa,Total Population,2043,1000,57250.034,57250034,47,1000,2690751598,2690751.598,982124333.3,0.3,,
DZA,Algeria,North of Africa,Rural population,2043,1000,9530.399,9530399,47,1000,447928753,447928.753,163493994.8,0.3,,
DZA,Algeria,North of Africa,Urban population,2043,1000,45023.131,45023131,47,1000,2116087157,2116087.157,772371812.3,0.3,,
DZA,Algeria,North of Africa,Total Population,2044,1000,57788.898,57788898,47,1000,2716078206,2716078.206,991368545.2,0.3,,
DZA,Algeria,North of Africa,Rural population,2044,1000,9444.982,9444982,47,1000,443914154,443914.154,162028666.2,0.3,,
DZA,Algeria,North of Africa,Urban population,2044,1000,45539.761,45539761,47,1000,2140368767,2140368.767,781234600,0.3,,
DZA,Algeria,North of Africa,Total Population,2045,1000,58325.558,58325558,47,1000,2741301226,2741301.226,1000574947,0.3,,
DZA,Algeria,North of Africa,Rural population,2045,1000,9358.492,9358492,47,1000,439849124,439849.124,160544930.3,0.3,,
DZA,Algeria,North of Africa,Urban population,2045,1000,46053.277,46053277,47,1000,2164504019,2164504.019,790043966.9,0.3,,
DZA,Algeria,North of Africa,Total Population,2046,1000,58859.116,58859116,47,1000,2766378452,2766378.452,1009728135,0.3,,
DZA,Algeria,North of Africa,Rural population,2046,1000,9270.893,9270893,47,1000,435731971,435731.971,159042169.4,0.3,,
DZA,Algeria,North of Africa,Urban population,2046,1000,46563.029,46563029,47,1000,2188462363,2188462.363,798788762.5,0.3,,
DZA,Algeria,North of Africa,Total Population,2047,1000,59388.439,59388439,47,1000,2791256633,2791256.633,1018808671,0.3,,
DZA,Algeria,North of Africa,Rural population,2047,1000,9182.087,9182087,47,1000,431558089,431558.089,157518702.5,0.3,,
DZA,Algeria,North of Africa,Urban population,2047,1000,47068.037,47068037,47,1000,2212197739,2212197.739,807452174.7,0.3,,
DZA,Algeria,North of Africa,Total Population,2048,1000,59910.91,59910910,47,1000,2815812770,2815812.77,1027771661,0.3,,
DZA,Algeria,North of Africa,Rural population,2048,1000,9091.762,9091762,47,1000,427312814,427312.814,155969177.1,0.3,,
DZA,Algeria,North of Africa,Urban population,2048,1000,47566.123,47566123,47,1000,2235607781,2235607.781,815996840.1,0.3,,
DZA,Algeria,North of Africa,Total Population,2049,1000,60423.428,60423428,47,1000,2839901116,2839901.116,1036563907,0.3,,
DZA,Algeria,North of Africa,Rural population,2049,1000,8999.553,8999553,47,1000,422978991,422978.991,154387331.7,0.3,,
DZA,Algeria,North of Africa,Urban population,2049,1000,48054.678,48054678,47,1000,2258569866,2258569.866,824378001.1,0.3,,
DZA,Algeria,North of Africa,Total Population,2050,1000,60923.386,60923386,47,1000,2863399142,2863399.142,1045140687,0.3,,
DZA,Algeria,North of Africa,Rural population,2050,1000,8905.205,8905205,47,1000,418544635,418544.635,152768791.8,0.3,,
DZA,Algeria,North of Africa,Urban population,2050,1000,48531.498,48531498,47,1000,2280980406,2280980.406,832557848.2,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2019,1000,31825.295,31825295,47,1000,1495788865,1495788.865,545962935.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2019,1000,10751.626,10751626,47,1000,505326422,505326.422,184444144,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2019,1000,21035.94,21035940,47,1000,988689180,988689.18,360871550.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2020,1000,32866.272,32866272,47,1000,1544714784,1544714.784,563820896.2,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2020,1000,10890.448,10890448,47,1000,511851056,511851.056,186825635.4,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2020,1000,21936.953,21936953,47,1000,1031036791,1031036.791,376328428.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2021,1000,33933.61,33933610,47,1000,1594879670,1594879.67,582131079.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2021,1000,11029.326,11029326,47,1000,518378322,518378.322,189208087.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2021,1000,22865.158,22865158,47,1000,1074662426,1074662.426,392251785.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2022,1000,35027.343,35027343,47,1000,1646285121,1646285.121,600894069.2,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2022,1000,11168.041,11168041,47,1000,524897927,524897.927,191587743.4,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2022,1000,23820.261,23820261,47,1000,1119552267,1119552.267,408636577.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2023,1000,36148.631,36148631,47,1000,1698985657,1698985.657,620129764.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2023,1000,11306.633,11306633,47,1000,531411751,531411.751,193965289.1,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2023,1000,24802.445,24802445,47,1000,1165714915,1165714.915,425485944,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2024,1000,37298.623,37298623,47,1000,1753035281,1753035.281,639857877.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2024,1000,11445.063,11445063,47,1000,537917961,537917.961,196340055.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2024,1000,25811.665,25811665,47,1000,1213148255,1213148.255,442799113.1,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2025,1000,38478.226,38478226,47,1000,1808476622,1808476.622,660093967,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2025,1000,11583.321,11583321,47,1000,544416087,544416.087,198711871.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2025,1000,26847.887,26847887,47,1000,1261850689,1261850.689,460575501.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2026,1000,39688.095,39688095,47,1000,1865340465,1865340.465,680849269.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2026,1000,11721.508,11721508,47,1000,550910876,550910.876,201082469.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2026,1000,27911.269,27911269,47,1000,1311829643,1311829.643,478817819.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2027,1000,40928.613,40928613,47,1000,1923644811,1923644.811,702130356,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2027,1000,11859.747,11859747,47,1000,557408109,557408.109,203453959.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2027,1000,29001.994,29001994,47,1000,1363093718,1363093.718,497529207.1,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2028,1000,42199.941,42199941,47,1000,1983397227,1983397.227,723939987.9,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2028,1000,11998.077,11998077,47,1000,563909619,563909.619,205827010.9,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2028,1000,30119.989,30119989,47,1000,1415639483,1415639.483,516708411.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2029,1000,43502.001,43502001,47,1000,2044594047,2044594.047,746276827.2,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2029,1000,12136.53,12136530,47,1000,570416910,570416.91,208202172.2,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2029,1000,31265.1,31265100,47,1000,1469459700,1469459.7,536352790.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2030,1000,44834.712,44834712,47,1000,2107231464,2107231.464,769139484.4,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2030,1000,12275.15,12275150,47,1000,576932050,576932.05,210580198.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2030,1000,32437.132,32437132,47,1000,1524545204,1524545.204,556458999.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2031,1000,46198.249,46198249,47,1000,2171317703,2171317.703,792530961.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2031,1000,12414.006,12414006,47,1000,583458282,583458.282,212962272.9,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2031,1000,33635.882,33635882,47,1000,1580886454,1580886.454,577023555.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2032,1000,47592.559,47592559,47,1000,2236850273,2236850.273,816450349.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2032,1000,12553.183,12553183,47,1000,589999601,589999.601,215349854.4,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2032,1000,34861.101,34861101,47,1000,1638471747,1638471.747,598042187.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2033,1000,49016.969,49016969,47,1000,2303797543,2303797.543,840886103.2,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2033,1000,12692.75,12692750,47,1000,596559250,596559.25,217744126.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2033,1000,36112.409,36112409,47,1000,1697283223,1697283.223,619508376.4,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2034,1000,50470.545,50470545,47,1000,2372115615,2372115.615,865822199.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2034,1000,12832.792,12832792,47,1000,603141224,603141.224,220146546.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2034,1000,37389.363,37389363,47,1000,1757300061,1757300.061,641414522.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2035,1000,51952.545,51952545,47,1000,2441769615,2441769.615,891245909.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2035,1000,12973.415,12973415,47,1000,609750505,609750.505,222558934.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2035,1000,38691.449,38691449,47,1000,1818498103,1818498.103,663751807.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2036,1000,53462.489,53462489,47,1000,2512736983,2512736.983,917148998.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2036,1000,13114.781,13114781,47,1000,616394707,616394.707,224984068.1,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2036,1000,40018.172,40018172,47,1000,1880854084,1880854.084,686511740.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2037,1000,55000.289,55000289,47,1000,2585013583,2585013.583,943529957.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2037,1000,13257.086,13257086,47,1000,623083042,623083.042,227425310.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2037,1000,41368.933,41368933,47,1000,1944339851,1944339.851,709684045.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2038,1000,56566.032,56566032,47,1000,2658603504,2658603.504,970390279,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2038,1000,13400.549,13400549,47,1000,629825803,629825.803,229886418.1,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2038,1000,42742.931,42742931,47,1000,2008917757,2008917.757,733254981.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2039,1000,58159.985,58159985,47,1000,2733519295,2733519.295,997734542.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2039,1000,13545.503,13545503,47,1000,636638641,636638.641,232373104,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2039,1000,44139.178,44139178,47,1000,2074541366,2074541.366,757207598.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2040,1000,59782.17,59782170,47,1000,2809761990,2809761.99,1025563126,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2040,1000,13692.603,13692603,47,1000,643552341,643552.341,234896604.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2040,1000,45556.399,45556399,47,1000,2141150753,2141150.753,781520024.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2041,1000,61432.438,61432438,47,1000,2887324586,2887324.586,1053873474,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2041,1000,13835.116,13835116,47,1000,650250452,650250.452,237341415,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2041,1000,47000.838,47000838,47,1000,2209039386,2209039.386,806299375.9,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2042,1000,63110.177,63110177,47,1000,2966178319,2966178.319,1082655086,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2042,1000,13973.491,13973491,47,1000,656754077,656754.077,239715238.1,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2042,1000,48471.579,48471579,47,1000,2278164213,2278164.213,831529937.7,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2043,1000,64814.413,64814413,47,1000,3046277411,3046277.411,1111891255,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2043,1000,14107.557,14107557,47,1000,663055179,663055.179,242015140.3,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2043,1000,49968.173,49968173,47,1000,2348504131,2348504.131,857204007.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2044,1000,66543.948,66543948,47,1000,3127565556,3127565.556,1141561428,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2044,1000,14237.148,14237148,47,1000,669145956,669145.956,244238273.9,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2044,1000,51490.145,51490145,47,1000,2420036815,2420036.815,883313437.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2045,1000,68297.8,68297800,47,1000,3209996600,3209996.6,1171648759,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2045,1000,14362.123,14362123,47,1000,675019781,675019.781,246382220.1,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2045,1000,53037.025,53037025,47,1000,2492740175,2492740.175,909850163.9,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2046,1000,70075.413,70075413,47,1000,3293544411,3293544.411,1202143710,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2046,1000,14482.365,14482365,47,1000,680671155,680671.155,248444971.6,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2046,1000,54608.399,54608399,47,1000,2566594753,2566594.753,936807084.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2047,1000,71876.608,71876608,47,1000,3378200576,3378200.576,1233043210,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2047,1000,14597.782,14597782,47,1000,686095754,686095.754,250424950.2,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2047,1000,56203.877,56203877,47,1000,2641582219,2641582.219,964177509.9,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2048,1000,73701.2,73701200,47,1000,3463956400,3463956.4,1264344086,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2048,1000,14708.306,14708306,47,1000,691290382,691290.382,252320989.4,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2048,1000,57823.115,57823115,47,1000,2717686405,2717686.405,991955537.8,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2049,1000,75549.147,75549147,47,1000,3550809909,3550809.909,1296045617,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2049,1000,14813.887,14813887,47,1000,696252689,696252.689,254132231.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2049,1000,59465.799,59465799,47,1000,2794892553,2794892.553,1020135782,0.3,,
AGO,Angola,Sub-Saharan Africa,Total Population,2050,1000,77420.346,77420346,47,1000,3638756262,3638756.262,1328146036,0.3,,
AGO,Angola,Sub-Saharan Africa,Rural population,2050,1000,14914.474,14914474,47,1000,700980278,700980.278,255857801.5,0.3,,
AGO,Angola,Sub-Saharan Africa,Urban population,2050,1000,61131.579,61131579,47,1000,2873184213,2873184.213,1048712238,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2019,1000,11801.151,11801151,47,1000,554654097,554654.097,202448745.4,0.3,,
BEN,Benin,Sub-Saharan Africa,Rural population,2019,1000,6153.211,6153211,47,1000,289200917,289200.917,105558334.7,0.3,,
BEN,Benin,Sub-Saharan Africa,Urban population,2019,1000,5648.384,5648384,47,1000,265474048,265474.048,96898027.52,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2020,1000,12123.2,12123200,47,1000,569790400,569790.4,207973496,0.3,,
BEN,Benin,Sub-Saharan Africa,Rural population,2020,1000,6253.682,6253682,47,1000,293923054,293923.054,107281914.7,0.3,,
BEN,Benin,Sub-Saharan Africa,Urban population,2020,1000,5869.303,5869303,47,1000,275857241,275857.241,100687893,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2021,1000,12451.04,12451040,47,1000,585198880,585198.88,213597591.2,0.3,,
BEN,Benin,Sub-Saharan Africa,Rural population,2021,1000,6352.738,6352738,47,1000,298578686,298578.686,108981220.4,0.3,,
BEN,Benin,Sub-Saharan Africa,Urban population,2021,1000,6096.875,6096875,47,1000,286553125,286553.125,104591890.6,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2022,1000,12784.726,12784726,47,1000,600882122,600882.122,219321974.5,0.3,,
BEN,Benin,Sub-Saharan Africa,Rural population,2022,1000,6450.295,6450295,47,1000,303163865,303163.865,110654810.7,0.3,,
BEN,Benin,Sub-Saharan Africa,Urban population,2022,1000,6331.216,6331216,47,1000,297567152,297567.152,108612010.5,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2023,1000,13124.356,13124356,47,1000,616844732,616844.732,225148327.2,0.3,,
BEN,Benin,Sub-Saharan Africa,Rural population,2023,1000,6546.285,6546285,47,1000,307675395,307675.395,112301519.2,0.3,,
BEN,Benin,Sub-Saharan Africa,Urban population,2023,1000,6572.44,6572440,47,1000,308904680,308904.68,112750208.2,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2024,1000,13470.096,13470096,47,1000,633094512,633094.512,231079496.9,0.3,,
BEN,Benin,Sub-Saharan Africa,Rural population,2024,1000,6640.663,6640663,47,1000,312111161,312111.161,113920573.8,0.3,,
BEN,Benin,Sub-Saharan Africa,Urban population,2024,1000,6820.688,6820688,47,1000,320572336,320572.336,117008902.6,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2025,1000,13822.071,13822071,47,1000,649637337,649637.337,237117628,0.3,,
BEN,Benin,Sub-Saharan Africa,Rural population,2025,1000,6733.38,6733380,47,1000,316468860,316468.86,115511133.9,0.3,,
BEN,Benin,Sub-Saharan Africa,Urban population,2025,1000,7076.087,7076087,47,1000,332576089,332576.089,121390272.5,0.3,,
BEN,Benin,Sub-Saharan Africa,Total Population,2026,1000,14180.223,14180223,47,1000,666470481,666470.481,243261725.6,0.3,,
