ISO3,Area,Element,Item Code,Year Code,Year,Unit,Value,TOTAL
EGY,Egypt,Total Population,3010,2069,2069,1000,191791.35,191791350
EGY,Egypt,Total Population,3010,2070,2070,1000,193262.757,193262757
EGY,Egypt,Total Population,3010,2071,2071,1000,194708.309,194708309
EGY,Egypt,Total Population,3010,2072,2072,1000,196127.823,196127823
EGY,Egypt,Total Population,3010,2073,2073,1000,197521.446,197521446
EGY,Egypt,Total Population,3010,2074,2074,1000,198889.584,198889584
EGY,Egypt,Total Population,3010,2075,2075,1000,200232.539,200232539
EGY,Egypt,Total Population,3010,2076,2076,1000,201550.027,201550027
EGY,Egypt,Total Population,3010,2077,2077,1000,202841.743,202841743
EGY,Egypt,Total Population,3010,2078,2078,1000,204107.932,204107932
EGY,Egypt,Total Population,3010,2079,2079,1000,205348.944,205348944
EGY,Egypt,Total Population,3010,2080,2080,1000,206564.943,206564943
EGY,Egypt,Total Population,3010,2081,2081,1000,207755.706,207755706
EGY,Egypt,Total Population,3010,2082,2082,1000,208920.778,208920778
EGY,Egypt,Total Population,3010,2083,2083,1000,210059.74,210059740
EGY,Egypt,Total Population,3010,2084,2084,1000,211172.056,211172056
EGY,Egypt,Total Population,3010,2085,2085,1000,212257.142,212257142
EGY,Egypt,Total Population,3010,2086,2086,1000,213314.584,213314584
EGY,Egypt,Total Population,3010,2087,2087,1000,214343.72,214343720
EGY,Egypt,Total Population,3010,2088,2088,1000,215343.493,215343493
EGY,Egypt,Total Population,3010,2089,2089,1000,216312.599,216312599
EGY,Egypt,Total Population,3010,2090,2090,1000,217249.929,217249929
EGY,Egypt,Total Population,3010,2091,2091,1000,218154.641,218154641
EGY,Egypt,Total Population,3010,2092,2092,1000,219026.139,219026139
EGY,Egypt,Total Population,3010,2093,2093,1000,219863.951,219863951
EGY,Egypt,Total Population,3010,2094,2094,1000,220667.661,220667661
EGY,Egypt,Total Population,3010,2095,2095,1000,221436.72,221436720
EGY,Egypt,Total Population,3010,2096,2096,1000,222170.509,222170509
EGY,Egypt,Total Population,3010,2097,2097,1000,222868.254,222868254
EGY,Egypt,Total Population,3010,2098,2098,1000,223529.002,223529002
EGY,Egypt,Total Population,3010,2099,2099,1000,224151.724,224151724
EGY,Egypt,Total Population,3010,2100,2100,1000,224735.18,224735180
GNQ,Equatorial Guinea,Total Population,3010,2019,2019,1000,1355.986,1355986
GNQ,Equatorial Guinea,Rural population,3010,2019,2019,1000,372.296,372296
GNQ,Equatorial Guinea,Urban population,3010,2019,2019,1000,987.808,987808
GNQ,Equatorial Guinea,Total Population,3010,2020,2020,1000,1402.985,1402985
GNQ,Equatorial Guinea,Rural population,3010,2020,2020,1000,378.29,378290
GNQ,Equatorial Guinea,Urban population,3010,2020,2020,1000,1027.99,1027990
GNQ,Equatorial Guinea,Total Population,3010,2021,2021,1000,1449.896,1449896
GNQ,Equatorial Guinea,Rural population,3010,2021,2021,1000,383.99,383990
GNQ,Equatorial Guinea,Urban population,3010,2021,2021,1000,1068.36,1068360
GNQ,Equatorial Guinea,Total Population,3010,2022,2022,1000,1496.662,1496662
GNQ,Equatorial Guinea,Rural population,3010,2022,2022,1000,389.404,389404
GNQ,Equatorial Guinea,Urban population,3010,2022,2022,1000,1108.883,1108883
GNQ,Equatorial Guinea,Total Population,3010,2023,2023,1000,1543.391,1543391
GNQ,Equatorial Guinea,Rural population,3010,2023,2023,1000,394.576,394576
GNQ,Equatorial Guinea,Urban population,3010,2023,2023,1000,1149.627,1149627
GNQ,Equatorial Guinea,Total Population,3010,2024,2024,1000,1590.208,1590208
GNQ,Equatorial Guinea,Rural population,3010,2024,2024,1000,399.566,399566
GNQ,Equatorial Guinea,Urban population,3010,2024,2024,1000,1190.713,1190713
GNQ,Equatorial Guinea,Total Population,3010,2025,2025,1000,1637.212,1637212
GNQ,Equatorial Guinea,Rural population,3010,2025,2025,1000,404.409,404409
GNQ,Equatorial Guinea,Urban population,3010,2025,2025,1000,1232.213,1232213
GNQ,Equatorial Guinea,Total Population,3010,2026,2026,1000,1684.452,1684452
GNQ,Equatorial Guinea,Rural population,3010,2026,2026,1000,409.132,409132
GNQ,Equatorial Guinea,Urban population,3010,2026,2026,1000,1274.166,1274166
GNQ,Equatorial Guinea,Total Population,3010,2027,2027,1000,1731.865,1731865
GNQ,Equatorial Guinea,Rural population,3010,2027,2027,1000,413.732,413732
GNQ,Equatorial Guinea,Urban population,3010,2027,2027,1000,1316.528,1316528
GNQ,Equatorial Guinea,Total Population,3010,2028,2028,1000,1779.313,1779313
GNQ,Equatorial Guinea,Rural population,3010,2028,2028,1000,418.181,418181
GNQ,Equatorial Guinea,Urban population,3010,2028,2028,1000,1359.177,1359177
GNQ,Equatorial Guinea,Total Population,3010,2029,2029,1000,1826.578,1826578
GNQ,Equatorial Guinea,Rural population,3010,2029,2029,1000,422.444,422444
GNQ,Equatorial Guinea,Urban population,3010,2029,2029,1000,1401.949,1401949
GNQ,Equatorial Guinea,Total Population,3010,2030,2030,1000,1873.549,1873549
GNQ,Equatorial Guinea,Rural population,3010,2030,2030,1000,426.501,426501
GNQ,Equatorial Guinea,Urban population,3010,2030,2030,1000,1444.719,1444719
GNQ,Equatorial Guinea,Total Population,3010,2031,2031,1000,1920.14,1920140
GNQ,Equatorial Guinea,Rural population,3010,2031,2031,1000,430.351,430351
GNQ,Equatorial Guinea,Urban population,3010,2031,2031,1000,1487.436,1487436
GNQ,Equatorial Guinea,Total Population,3010,2032,2032,1000,1966.437,1966437
GNQ,Equatorial Guinea,Rural population,3010,2032,2032,1000,434.028,434028
GNQ,Equatorial Guinea,Urban population,3010,2032,2032,1000,1530.15,1530150
GNQ,Equatorial Guinea,Total Population,3010,2033,2033,1000,2012.65,2012650
GNQ,Equatorial Guinea,Rural population,3010,2033,2033,1000,437.591,437591
GNQ,Equatorial Guinea,Urban population,3010,2033,2033,1000,1573.019,1573019
GNQ,Equatorial Guinea,Total Population,3010,2034,2034,1000,2059.088,2059088
GNQ,Equatorial Guinea,Rural population,3010,2034,2034,1000,441.116,441116
GNQ,Equatorial Guinea,Urban population,3010,2034,2034,1000,1616.276,1616276
GNQ,Equatorial Guinea,Total Population,3010,2035,2035,1000,2105.966,2105966
GNQ,Equatorial Guinea,Rural population,3010,2035,2035,1000,444.652,444652
GNQ,Equatorial Guinea,Urban population,3010,2035,2035,1000,1660.076,1660076
GNQ,Equatorial Guinea,Total Population,3010,2036,2036,1000,2153.343,2153343
GNQ,Equatorial Guinea,Rural population,3010,2036,2036,1000,448.218,448218
GNQ,Equatorial Guinea,Urban population,3010,2036,2036,1000,1704.471,1704471
GNQ,Equatorial Guinea,Total Population,3010,2037,2037,1000,2201.145,2201145
GNQ,Equatorial Guinea,Rural population,3010,2037,2037,1000,451.805,451805
GNQ,Equatorial Guinea,Urban population,3010,2037,2037,1000,1749.403,1749403
GNQ,Equatorial Guinea,Total Population,3010,2038,2038,1000,2249.246,2249246
GNQ,Equatorial Guinea,Rural population,3010,2038,2038,1000,455.394,455394
GNQ,Equatorial Guinea,Urban population,3010,2038,2038,1000,1794.768,1794768
GNQ,Equatorial Guinea,Total Population,3010,2039,2039,1000,2297.463,2297463
GNQ,Equatorial Guinea,Rural population,3010,2039,2039,1000,458.955,458955
GNQ,Equatorial Guinea,Urban population,3010,2039,2039,1000,1840.42,1840420
GNQ,Equatorial Guinea,Total Population,3010,2040,2040,1000,2345.656,2345656
GNQ,Equatorial Guinea,Rural population,3010,2040,2040,1000,462.469,462469
GNQ,Equatorial Guinea,Urban population,3010,2040,2040,1000,1886.245,1886245
GNQ,Equatorial Guinea,Total Population,3010,2041,2041,1000,2393.778,2393778
GNQ,Equatorial Guinea,Rural population,3010,2041,2041,1000,465.943,465943
GNQ,Equatorial Guinea,Urban population,3010,2041,2041,1000,1932.206,1932206
GNQ,Equatorial Guinea,Total Population,3010,2042,2042,1000,2441.859,2441859
GNQ,Equatorial Guinea,Rural population,3010,2042,2042,1000,469.241,469241
GNQ,Equatorial Guinea,Urban population,3010,2042,2042,1000,1978.454,1978454
GNQ,Equatorial Guinea,Total Population,3010,2043,2043,1000,2489.852,2489852
GNQ,Equatorial Guinea,Rural population,3010,2043,2043,1000,472.364,472364
GNQ,Equatorial Guinea,Urban population,3010,2043,2043,1000,2024.956,2024956
GNQ,Equatorial Guinea,Total Population,3010,2044,2044,1000,2537.705,2537705
GNQ,Equatorial Guinea,Rural population,3010,2044,2044,1000,475.306,475306
GNQ,Equatorial Guinea,Urban population,3010,2044,2044,1000,2071.675,2071675
GNQ,Equatorial Guinea,Total Population,3010,2045,2045,1000,2585.388,2585388
GNQ,Equatorial Guinea,Rural population,3010,2045,2045,1000,478.067,478067
GNQ,Equatorial Guinea,Urban population,3010,2045,2045,1000,2118.585,2118585
GNQ,Equatorial Guinea,Total Population,3010,2046,2046,1000,2632.864,2632864
GNQ,Equatorial Guinea,Rural population,3010,2046,2046,1000,480.642,480642
GNQ,Equatorial Guinea,Urban population,3010,2046,2046,1000,2165.652,2165652
GNQ,Equatorial Guinea,Total Population,3010,2047,2047,1000,2680.118,2680118
GNQ,Equatorial Guinea,Rural population,3010,2047,2047,1000,483.033,483033
GNQ,Equatorial Guinea,Urban population,3010,2047,2047,1000,2212.853,2212853
GNQ,Equatorial Guinea,Total Population,3010,2048,2048,1000,2727.181,2727181
GNQ,Equatorial Guinea,Rural population,3010,2048,2048,1000,485.249,485249
GNQ,Equatorial Guinea,Urban population,3010,2048,2048,1000,2260.213,2260213
GNQ,Equatorial Guinea,Total Population,3010,2049,2049,1000,2774.105,2774105
GNQ,Equatorial Guinea,Rural population,3010,2049,2049,1000,487.303,487303
GNQ,Equatorial Guinea,Urban population,3010,2049,2049,1000,2307.775,2307775
GNQ,Equatorial Guinea,Total Population,3010,2050,2050,1000,2820.925,2820925
GNQ,Equatorial Guinea,Rural population,3010,2050,2050,1000,489.201,489201
GNQ,Equatorial Guinea,Urban population,3010,2050,2050,1000,2355.543,2355543
GNQ,Equatorial Guinea,Total Population,3010,2051,2051,1000,2867.639,2867639
GNQ,Equatorial Guinea,Total Population,3010,2052,2052,1000,2914.205,2914205
GNQ,Equatorial Guinea,Total Population,3010,2053,2053,1000,2960.594,2960594
GNQ,Equatorial Guinea,Total Population,3010,2054,2054,1000,3006.736,3006736
GNQ,Equatorial Guinea,Total Population,3010,2055,2055,1000,3052.593,3052593
GNQ,Equatorial Guinea,Total Population,3010,2056,2056,1000,3098.146,3098146
GNQ,Equatorial Guinea,Total Population,3010,2057,2057,1000,3143.363,3143363
GNQ,Equatorial Guinea,Total Population,3010,2058,2058,1000,3188.207,3188207
GNQ,Equatorial Guinea,Total Population,3010,2059,2059,1000,3232.61,3232610
GNQ,Equatorial Guinea,Total Population,3010,2060,2060,1000,3276.545,3276545
GNQ,Equatorial Guinea,Total Population,3010,2061,2061,1000,3319.973,3319973
GNQ,Equatorial Guinea,Total Population,3010,2062,2062,1000,3362.867,3362867
GNQ,Equatorial Guinea,Total Population,3010,2063,2063,1000,3405.189,3405189
GNQ,Equatorial Guinea,Total Population,3010,2064,2064,1000,3446.906,3446906
GNQ,Equatorial Guinea,Total Population,3010,2065,2065,1000,3487.973,3487973
GNQ,Equatorial Guinea,Total Population,3010,2066,2066,1000,3528.377,3528377
GNQ,Equatorial Guinea,Total Population,3010,2067,2067,1000,3568.103,3568103
GNQ,Equatorial Guinea,Total Population,3010,2068,2068,1000,3607.149,3607149
GNQ,Equatorial Guinea,Total Population,3010,2069,2069,1000,3645.5,3645500
GNQ,Equatorial Guinea,Total Population,3010,2070,2070,1000,3683.18,3683180
GNQ,Equatorial Guinea,Total Population,3010,2071,2071,1000,3720.161,3720161
GNQ,Equatorial Guinea,Total Population,3010,2072,2072,1000,3756.434,3756434
GNQ,Equatorial Guinea,Total Population,3010,2073,2073,1000,3792.023,3792023
GNQ,Equatorial Guinea,Total Population,3010,2074,2074,1000,3826.929,3826929
GNQ,Equatorial Guinea,Total Population,3010,2075,2075,1000,3861.146,3861146
GNQ,Equatorial Guinea,Total Population,3010,2076,2076,1000,3894.694,3894694
GNQ,Equatorial Guinea,Total Population,3010,2077,2077,1000,3927.562,3927562
GNQ,Equatorial Guinea,Total Population,3010,2078,2078,1000,3959.773,3959773
GNQ,Equatorial Guinea,Total Population,3010,2079,2079,1000,3991.333,3991333
GNQ,Equatorial Guinea,Total Population,3010,2080,2080,1000,4022.253,4022253
GNQ,Equatorial Guinea,Total Population,3010,2081,2081,1000,4052.539,4052539
GNQ,Equatorial Guinea,Total Population,3010,2082,2082,1000,4082.201,4082201
GNQ,Equatorial Guinea,Total Population,3010,2083,2083,1000,4111.238,4111238
GNQ,Equatorial Guinea,Total Population,3010,2084,2084,1000,4139.657,4139657
GNQ,Equatorial Guinea,Total Population,3010,2085,2085,1000,4167.463,4167463
GNQ,Equatorial Guinea,Total Population,3010,2086,2086,1000,4194.664,4194664
GNQ,Equatorial Guinea,Total Population,3010,2087,2087,1000,4221.259,4221259
GNQ,Equatorial Guinea,Total Population,3010,2088,2088,1000,4247.232,4247232
GNQ,Equatorial Guinea,Total Population,3010,2089,2089,1000,4272.592,4272592
GNQ,Equatorial Guinea,Total Population,3010,2090,2090,1000,4297.31,4297310
GNQ,Equatorial Guinea,Total Population,3010,2091,2091,1000,4321.399,4321399
GNQ,Equatorial Guinea,Total Population,3010,2092,2092,1000,4344.855,4344855
GNQ,Equatorial Guinea,Total Population,3010,2093,2093,1000,4367.686,4367686
GNQ,Equatorial Guinea,Total Population,3010,2094,2094,1000,4389.917,4389917
GNQ,Equatorial Guinea,Total Population,3010,2095,2095,1000,4411.527,4411527
GNQ,Equatorial Guinea,Total Population,3010,2096,2096,1000,4432.545,4432545
GNQ,Equatorial Guinea,Total Population,3010,2097,2097,1000,4452.971,4452971
GNQ,Equatorial Guinea,Total Population,3010,2098,2098,1000,4472.797,4472797
GNQ,Equatorial Guinea,Total Population,3010,2099,2099,1000,4492.015,4492015
GNQ,Equatorial Guinea,Total Population,3010,2100,2100,1000,4510.637,4510637
ERI,Eritrea,Total Population,3010,2019,2019,1000,3497.117,3497117
ERI,Eritrea,Rural population,3010,2019,2019,1000,3148.013,3148013
ERI,Eritrea,Urban population,3010,2019,2019,1000,2161.646,2161646
ERI,Eritrea,Total Population,3010,2020,2020,1000,3546.421,3546421
ERI,Eritrea,Rural population,3010,2020,2020,1000,3186.178,3186178
ERI,Eritrea,Urban population,3010,2020,2020,1000,2246.038,2246038
ERI,Eritrea,Total Population,3010,2021,2021,1000,3601.467,3601467
ERI,Eritrea,Rural population,3010,2021,2021,1000,3222.842,3222842
ERI,Eritrea,Urban population,3010,2021,2021,1000,2332.299,2332299
ERI,Eritrea,Total Population,3010,2022,2022,1000,3662.244,3662244
ERI,Eritrea,Rural population,3010,2022,2022,1000,3258.219,3258219
ERI,Eritrea,Urban population,3010,2022,2022,1000,2420.579,2420579
ERI,Eritrea,Total Population,3010,2023,2023,1000,3727.66,3727660
ERI,Eritrea,Rural population,3010,2023,2023,1000,3292.413,3292413
ERI,Eritrea,Urban population,3010,2023,2023,1000,2510.963,2510963
ERI,Eritrea,Total Population,3010,2024,2024,1000,3795.986,3795986
ERI,Eritrea,Rural population,3010,2024,2024,1000,3325.66,3325660
ERI,Eritrea,Urban population,3010,2024,2024,1000,2603.638,2603638
ERI,Eritrea,Total Population,3010,2025,2025,1000,3865.963,3865963
ERI,Eritrea,Rural population,3010,2025,2025,1000,3358.128,3358128
ERI,Eritrea,Urban population,3010,2025,2025,1000,2698.752,2698752
ERI,Eritrea,Total Population,3010,2026,2026,1000,3937.197,3937197
ERI,Eritrea,Rural population,3010,2026,2026,1000,3389.751,3389751
ERI,Eritrea,Urban population,3010,2026,2026,1000,2796.265,2796265
ERI,Eritrea,Total Population,3010,2027,2027,1000,4009.959,4009959
ERI,Eritrea,Rural population,3010,2027,2027,1000,3420.401,3420401
ERI,Eritrea,Urban population,3010,2027,2027,1000,2896.081,2896081
ERI,Eritrea,Total Population,3010,2028,2028,1000,4084.476,4084476
ERI,Eritrea,Rural population,3010,2028,2028,1000,3450.178,3450178
ERI,Eritrea,Urban population,3010,2028,2028,1000,2998.273,2998273
ERI,Eritrea,Total Population,3010,2029,2029,1000,4161.141,4161141
ERI,Eritrea,Rural population,3010,2029,2029,1000,3479.197,3479197
ERI,Eritrea,Urban population,3010,2029,2029,1000,3102.932,3102932
ERI,Eritrea,Total Population,3010,2030,2030,1000,4240.213,4240213
ERI,Eritrea,Rural population,3010,2030,2030,1000,3507.555,3507555
ERI,Eritrea,Urban population,3010,2030,2030,1000,3210.132,3210132
ERI,Eritrea,Total Population,3010,2031,2031,1000,4321.622,4321622
ERI,Eritrea,Rural population,3010,2031,2031,1000,3535.255,3535255
ERI,Eritrea,Urban population,3010,2031,2031,1000,3319.852,3319852
ERI,Eritrea,Total Population,3010,2032,2032,1000,4405.037,4405037
ERI,Eritrea,Rural population,3010,2032,2032,1000,3562.248,3562248
ERI,Eritrea,Urban population,3010,2032,2032,1000,3432.002,3432002
ERI,Eritrea,Total Population,3010,2033,2033,1000,4490.187,4490187
ERI,Eritrea,Rural population,3010,2033,2033,1000,3588.53,3588530
ERI,Eritrea,Urban population,3010,2033,2033,1000,3546.504,3546504
ERI,Eritrea,Total Population,3010,2034,2034,1000,4576.722,4576722
ERI,Eritrea,Rural population,3010,2034,2034,1000,3614.066,3614066
ERI,Eritrea,Urban population,3010,2034,2034,1000,3663.207,3663207
ERI,Eritrea,Total Population,3010,2035,2035,1000,4664.362,4664362
ERI,Eritrea,Rural population,3010,2035,2035,1000,3638.874,3638874
ERI,Eritrea,Urban population,3010,2035,2035,1000,3781.931,3781931
ERI,Eritrea,Total Population,3010,2036,2036,1000,4752.923,4752923
ERI,Eritrea,Rural population,3010,2036,2036,1000,3663.106,3663106
ERI,Eritrea,Urban population,3010,2036,2036,1000,3902.437,3902437
ERI,Eritrea,Total Population,3010,2037,2037,1000,4842.28,4842280
ERI,Eritrea,Rural population,3010,2037,2037,1000,3685.912,3685912
ERI,Eritrea,Urban population,3010,2037,2037,1000,4025.432,4025432
ERI,Eritrea,Total Population,3010,2038,2038,1000,4932.282,4932282
ERI,Eritrea,Rural population,3010,2038,2038,1000,3707.353,3707353
ERI,Eritrea,Urban population,3010,2038,2038,1000,4150.616,4150616
ERI,Eritrea,Total Population,3010,2039,2039,1000,5022.762,5022762
ERI,Eritrea,Rural population,3010,2039,2039,1000,3727.295,3727295
ERI,Eritrea,Urban population,3010,2039,2039,1000,4277.83,4277830
ERI,Eritrea,Total Population,3010,2040,2040,1000,5113.555,5113555
ERI,Eritrea,Rural population,3010,2040,2040,1000,3745.623,3745623
ERI,Eritrea,Urban population,3010,2040,2040,1000,4406.917,4406917
ERI,Eritrea,Total Population,3010,2041,2041,1000,5204.554,5204554
ERI,Eritrea,Rural population,3010,2041,2041,1000,3762.288,3762288
ERI,Eritrea,Urban population,3010,2041,2041,1000,4537.785,4537785
ERI,Eritrea,Total Population,3010,2042,2042,1000,5295.584,5295584
ERI,Eritrea,Rural population,3010,2042,2042,1000,3777.252,3777252
ERI,Eritrea,Urban population,3010,2042,2042,1000,4670.347,4670347
ERI,Eritrea,Total Population,3010,2043,2043,1000,5386.45,5386450
ERI,Eritrea,Rural population,3010,2043,2043,1000,3790.444,3790444
ERI,Eritrea,Urban population,3010,2043,2043,1000,4804.457,4804457
ERI,Eritrea,Total Population,3010,2044,2044,1000,5476.923,5476923
ERI,Eritrea,Rural population,3010,2044,2044,1000,3801.792,3801792
ERI,Eritrea,Urban population,3010,2044,2044,1000,4939.964,4939964
ERI,Eritrea,Total Population,3010,2045,2045,1000,5566.811,5566811
ERI,Eritrea,Rural population,3010,2045,2045,1000,3811.254,3811254
ERI,Eritrea,Urban population,3010,2045,2045,1000,5076.734,5076734
ERI,Eritrea,Total Population,3010,2046,2046,1000,5656.007,5656007
ERI,Eritrea,Rural population,3010,2046,2046,1000,3818.808,3818808
ERI,Eritrea,Urban population,3010,2046,2046,1000,5214.653,5214653
ERI,Eritrea,Total Population,3010,2047,2047,1000,5744.462,5744462
ERI,Eritrea,Rural population,3010,2047,2047,1000,3824.456,3824456
ERI,Eritrea,Urban population,3010,2047,2047,1000,5353.63,5353630
ERI,Eritrea,Total Population,3010,2048,2048,1000,5832.185,5832185
ERI,Eritrea,Rural population,3010,2048,2048,1000,3828.225,3828225
ERI,Eritrea,Urban population,3010,2048,2048,1000,5493.603,5493603
ERI,Eritrea,Total Population,3010,2049,2049,1000,5919.181,5919181
ERI,Eritrea,Rural population,3010,2049,2049,1000,3830.159,3830159
ERI,Eritrea,Urban population,3010,2049,2049,1000,5634.53,5634530
ERI,Eritrea,Total Population,3010,2050,2050,1000,6005.49,6005490
ERI,Eritrea,Rural population,3010,2050,2050,1000,3830.298,3830298
ERI,Eritrea,Urban population,3010,2050,2050,1000,5776.366,5776366
ERI,Eritrea,Total Population,3010,2051,2051,1000,6091.063,6091063
ERI,Eritrea,Total Population,3010,2052,2052,1000,6175.889,6175889
ERI,Eritrea,Total Population,3010,2053,2053,1000,6260.063,6260063
ERI,Eritrea,Total Population,3010,2054,2054,1000,6343.709,6343709
ERI,Eritrea,Total Population,3010,2055,2055,1000,6426.91,6426910
ERI,Eritrea,Total Population,3010,2056,2056,1000,6509.687,6509687
ERI,Eritrea,Total Population,3010,2057,2057,1000,6592.014,6592014
ERI,Eritrea,Total Population,3010,2058,2058,1000,6673.872,6673872
ERI,Eritrea,Total Population,3010,2059,2059,1000,6755.257,6755257
ERI,Eritrea,Total Population,3010,2060,2060,1000,6836.135,6836135
ERI,Eritrea,Total Population,3010,2061,2061,1000,6916.484,6916484
ERI,Eritrea,Total Population,3010,2062,2062,1000,6996.252,6996252
ERI,Eritrea,Total Population,3010,2063,2063,1000,7075.399,7075399
ERI,Eritrea,Total Population,3010,2064,2064,1000,7153.831,7153831
ERI,Eritrea,Total Population,3010,2065,2065,1000,7231.473,7231473
ERI,Eritrea,Total Population,3010,2066,2066,1000,7308.284,7308284
ERI,Eritrea,Total Population,3010,2067,2067,1000,7384.192,7384192
ERI,Eritrea,Total Population,3010,2068,2068,1000,7459.069,7459069
ERI,Eritrea,Total Population,3010,2069,2069,1000,7532.766,7532766
ERI,Eritrea,Total Population,3010,2070,2070,1000,7605.152,7605152
ERI,Eritrea,Total Population,3010,2071,2071,1000,7676.174,7676174
ERI,Eritrea,Total Population,3010,2072,2072,1000,7745.769,7745769
ERI,Eritrea,Total Population,3010,2073,2073,1000,7813.909,7813909
ERI,Eritrea,Total Population,3010,2074,2074,1000,7880.567,7880567
ERI,Eritrea,Total Population,3010,2075,2075,1000,7945.717,7945717
ERI,Eritrea,Total Population,3010,2076,2076,1000,8009.306,8009306
ERI,Eritrea,Total Population,3010,2077,2077,1000,8071.322,8071322
ERI,Eritrea,Total Population,3010,2078,2078,1000,8131.73,8131730
ERI,Eritrea,Total Population,3010,2079,2079,1000,8190.558,8190558
ERI,Eritrea,Total Population,3010,2080,2080,1000,8247.771,8247771
ERI,Eritrea,Total Population,3010,2081,2081,1000,8303.384,8303384
ERI,Eritrea,Total Population,3010,2082,2082,1000,8357.37,8357370
ERI,Eritrea,Total Population,3010,2083,2083,1000,8409.74,8409740
ERI,Eritrea,Total Population,3010,2084,2084,1000,8460.486,8460486
ERI,Eritrea,Total Population,3010,2085,2085,1000,8509.622,8509622
ERI,Eritrea,Total Population,3010,2086,2086,1000,8557.141,8557141
ERI,Eritrea,Total Population,3010,2087,2087,1000,8603.064,8603064
ERI,Eritrea,Total Population,3010,2088,2088,1000,8647.398,8647398
ERI,Eritrea,Total Population,3010,2089,2089,1000,8690.188,8690188
ERI,Eritrea,Total Population,3010,2090,2090,1000,8731.465,8731465
ERI,Eritrea,Total Population,3010,2091,2091,1000,8771.229,8771229
ERI,Eritrea,Total Population,3010,2092,2092,1000,8809.507,8809507
ERI,Eritrea,Total Population,3010,2093,2093,1000,8846.271,8846271
ERI,Eritrea,Total Population,3010,2094,2094,1000,8881.539,8881539
ERI,Eritrea,Total Population,3010,2095,2095,1000,8915.286,8915286
ERI,Eritrea,Total Population,3010,2096,2096,1000,8947.543,8947543
ERI,Eritrea,Total Population,3010,2097,2097,1000,8978.298,8978298
ERI,Eritrea,Total Population,3010,2098,2098,1000,9007.573,9007573
ERI,Eritrea,Total Population,3010,2099,2099,1000,9035.388,9035388
ERI,Eritrea,Total Population,3010,2100,2100,1000,9061.774,9061774
SWZ,Eswatini,Total Population,3010,2019,2019,1000,1148.13,1148130
SWZ,Eswatini,Rural population,3010,2019,2019,1000,1075.98,1075980
SWZ,Eswatini,Urban population,3010,2019,2019,1000,339.434,339434
SWZ,Eswatini,Total Population,3010,2020,2020,1000,1160.164,1160164
SWZ,Eswatini,Rural population,3010,2020,2020,1000,1091.4,1091400
SWZ,Eswatini,Urban population,3010,2020,2020,1000,347.895,347895
SWZ,Eswatini,Total Population,3010,2021,2021,1000,1172.362,1172362
SWZ,Eswatini,Rural population,3010,2021,2021,1000,1106.443,1106443
SWZ,Eswatini,Urban population,3010,2021,2021,1000,356.511,356511
SWZ,Eswatini,Total Population,3010,2022,2022,1000,1184.817,1184817
SWZ,Eswatini,Rural population,3010,2022,2022,1000,1121.095,1121095
SWZ,Eswatini,Urban population,3010,2022,2022,1000,365.285,365285
SWZ,Eswatini,Total Population,3010,2023,2023,1000,1197.507,1197507
SWZ,Eswatini,Rural population,3010,2023,2023,1000,1135.344,1135344
SWZ,Eswatini,Urban population,3010,2023,2023,1000,374.223,374223
SWZ,Eswatini,Total Population,3010,2024,2024,1000,1210.453,1210453
SWZ,Eswatini,Rural population,3010,2024,2024,1000,1149.205,1149205
SWZ,Eswatini,Urban population,3010,2024,2024,1000,383.335,383335
SWZ,Eswatini,Total Population,3010,2025,2025,1000,1223.693,1223693
SWZ,Eswatini,Rural population,3010,2025,2025,1000,1162.694,1162694
SWZ,Eswatini,Urban population,3010,2025,2025,1000,392.638,392638
SWZ,Eswatini,Total Population,3010,2026,2026,1000,1237.128,1237128
SWZ,Eswatini,Rural population,3010,2026,2026,1000,1175.775,1175775
SWZ,Eswatini,Urban population,3010,2026,2026,1000,402.125,402125
SWZ,Eswatini,Total Population,3010,2027,2027,1000,1250.837,1250837
SWZ,Eswatini,Rural population,3010,2027,2027,1000,1188.465,1188465
SWZ,Eswatini,Urban population,3010,2027,2027,1000,411.812,411812
SWZ,Eswatini,Total Population,3010,2028,2028,1000,1265.209,1265209
SWZ,Eswatini,Rural population,3010,2028,2028,1000,1200.76,1200760
SWZ,Eswatini,Urban population,3010,2028,2028,1000,421.706,421706
SWZ,Eswatini,Total Population,3010,2029,2029,1000,1280.769,1280769
SWZ,Eswatini,Rural population,3010,2029,2029,1000,1212.684,1212684
SWZ,Eswatini,Urban population,3010,2029,2029,1000,431.825,431825
SWZ,Eswatini,Total Population,3010,2030,2030,1000,1297.835,1297835
SWZ,Eswatini,Rural population,3010,2030,2030,1000,1224.252,1224252
SWZ,Eswatini,Urban population,3010,2030,2030,1000,442.183,442183
SWZ,Eswatini,Total Population,3010,2031,2031,1000,1316.592,1316592
SWZ,Eswatini,Rural population,3010,2031,2031,1000,1235.463,1235463
SWZ,Eswatini,Urban population,3010,2031,2031,1000,452.789,452789
SWZ,Eswatini,Total Population,3010,2032,2032,1000,1336.815,1336815
SWZ,Eswatini,Rural population,3010,2032,2032,1000,1246.314,1246314
SWZ,Eswatini,Urban population,3010,2032,2032,1000,463.653,463653
SWZ,Eswatini,Total Population,3010,2033,2033,1000,1358.087,1358087
SWZ,Eswatini,Rural population,3010,2033,2033,1000,1256.812,1256812
SWZ,Eswatini,Urban population,3010,2033,2033,1000,474.786,474786
